# Avida count data
# Thu Feb 26 18:32:17 2009
#  1: update
#  2: number of insts executed this update
#  3: number of organisms
#  4: number of different genotypes
#  5: number of different threshold genotypes
#  6: number of different species
#  7: number of different threshold species
#  8: number of different lineages
#  9: number of births in this update
# 10: number of deaths in this update
# 11: number of breed true
# 12: number of breed true organisms?
# 13: number of no-birth organisms
# 14: number of single-threaded organisms
# 15: number of multi-threaded organisms
# 16: number of modified organisms

20500 107520 3589 2677 3692 0 0 0 216 211 87 1520 2069 3589 0 0
20600 107280 3584 2740 3676 0 0 0 212 204 88 1443 2104 3584 0 0
20700 107370 3582 2743 3689 0 0 0 237 234 99 1414 2059 3582 0 0
20800 107550 3592 2753 3629 0 0 0 226 219 94 1448 2108 3592 0 0
20900 107580 3590 2766 3686 0 0 0 224 220 95 1465 2092 3590 0 0
21000 107670 3584 2748 3676 0 0 0 197 202 78 1445 2060 3584 0 0
21100 107610 3581 2788 3731 0 0 0 217 223 95 1421 2074 3581 0 0
21200 107730 3589 2771 3936 0 0 0 224 226 88 1434 2114 3589 0 0
21300 107730 3591 2767 3736 0 0 0 245 245 86 1429 2086 3591 0 0
21400 107610 3590 2753 3745 0 0 0 230 227 95 1411 2086 3590 0 0
21500 107520 3589 2721 3713 0 0 0 229 224 102 1503 2071 3589 0 0
21600 107610 3584 2732 3727 0 0 0 223 226 95 1466 2097 3584 0 0
21700 107370 3583 2740 3621 0 0 0 232 228 109 1459 2082 3583 0 0
21800 107460 3580 2756 3768 0 0 0 240 242 104 1447 2080 3580 0 0
21900 107730 3593 2734 3886 0 0 0 219 217 102 1471 2088 3593 0 0
22000 107640 3587 2756 3806 0 0 0 210 211 91 1412 2087 3587 0 0
22100 107790 3594 2759 3848 0 0 0 245 244 93 1414 2109 3594 0 0
22200 107550 3585 2786 3828 0 0 0 196 196 74 1414 2096 3585 0 0
22300 107580 3583 2730 3606 0 0 0 211 214 89 1418 2065 3583 0 0
22400 107610 3588 2761 3653 0 0 0 215 214 93 1430 2092 3588 0 0
22500 107790 3590 2761 3742 0 0 0 209 212 90 1414 2102 3590 0 0
22600 107700 3587 2787 3716 0 0 0 240 243 113 1414 2094 3587 0 0
22700 107670 3586 2730 3737 0 0 0 225 228 88 1453 2084 3586 0 0
22800 107520 3584 2777 3775 0 0 0 219 219 85 1393 2100 3584 0 0
22900 107520 3587 2778 3785 0 0 0 196 193 87 1421 2105 3587 0 0
23000 107610 3582 2694 3750 0 0 0 237 242 100 1514 2054 3582 0 0
23100 107430 3587 2822 3861 0 0 0 216 210 96 1389 2079 3587 0 0
23200 107670 3589 2783 3906 0 0 0 240 240 97 1449 2081 3589 0 0
23300 107580 3591 2759 3753 0 0 0 212 207 103 1465 2118 3591 0 0
23400 107700 3591 2757 3758 0 0 0 203 202 95 1467 2093 3591 0 0
23500 107550 3592 2748 3713 0 0 0 235 228 88 1426 2054 3592 0 0
23600 107640 3582 2689 3558 0 0 0 237 243 100 1489 2062 3582 0 0
23700 107820 3592 2790 3624 0 0 0 199 201 83 1431 2072 3592 0 0
23800 107730 3592 2769 3688 0 0 0 208 207 90 1431 2063 3592 0 0
23900 107670 3585 2742 3756 0 0 0 235 239 93 1441 2109 3585 0 0
24000 107760 3592 2780 3707 0 0 0 239 239 103 1423 2075 3592 0 0
24100 107700 3593 2731 3767 0 0 0 219 216 89 1487 2075 3593 0 0
24200 107700 3588 2728 3821 0 0 0 234 236 98 1467 2078 3588 0 0
24300 107490 3581 2726 3636 0 0 0 203 205 73 1451 2078 3581 0 0
24400 107640 3588 2739 3708 0 0 0 242 242 105 1453 2072 3588 0 0
24500 107670 3587 2761 3682 0 0 0 248 250 109 1428 2077 3587 0 0
24600 107700 3590 2711 3653 0 0 0 249 249 109 1488 2093 3590 0 0
24700 107670 3590 2755 3723 0 0 0 227 226 89 1429 2071 3590 0 0
24800 107550 3592 2768 3738 0 0 0 220 213 86 1447 2080 3592 0 0
24900 107850 3593 2772 3666 0 0 0 211 213 83 1445 2086 3593 0 0
25000 107430 3579 2795 3694 0 0 0 212 214 103 1413 2082 3579 0 0
25100 107340 3582 2813 3729 0 0 0 234 230 98 1393 2059 3582 0 0
25200 107610 3585 2764 3733 0 0 0 208 210 86 1456 2111 3585 0 0
25300 107610 3588 2734 3828 0 0 0 241 240 111 1445 2065 3588 0 0
25400 107550 3586 2758 3905 0 0 0 190 189 74 1421 2080 3586 0 0
25500 107580 3586 2763 3973 0 0 0 214 214 85 1422 2090 3586 0 0
25600 107790 3592 2771 3856 0 0 0 226 227 99 1394 2103 3592 0 0
25700 107550 3589 2745 3833 0 0 0 224 220 89 1452 2062 3589 0 0
25800 107610 3583 2717 3914 0 0 0 204 208 74 1496 2064 3583 0 0
25900 107670 3591 2739 4032 0 0 0 208 206 87 1485 2078 3591 0 0
26000 107730 3594 2788 3920 0 0 0 243 240 89 1384 2079 3594 0 0
26100 107730 3592 2779 4034 0 0 0 223 222 94 1429 2054 3592 0 0
26200 107430 3583 2731 4098 0 0 0 222 220 101 1453 2043 3583 0 0
26300 107460 3581 2765 4146 0 0 0 236 237 95 1422 2046 3581 0 0
26400 107700 3588 2746 4017 0 0 0 224 226 98 1478 2095 3588 0 0
26500 107640 3585 2766 4035 0 0 0 205 208 83 1431 2090 3585 0 0
26600 107700 3585 2750 4004 0 0 0 214 219 87 1421 2057 3585 0 0
26700 107700 3585 2731 4108 0 0 0 191 196 78 1454 2050 3585 0 0
26800 107640 3588 2734 3876 0 0 0 221 221 98 1464 2073 3588 0 0
26900 107700 3591 2784 4009 0 0 0 213 212 84 1414 2066 3591 0 0
27000 107610 3583 2733 3937 0 0 0 244 248 115 1456 2093 3583 0 0
27100 107550 3581 2796 4022 0 0 0 230 234 85 1385 2050 3581 0 0
27200 107700 3592 2770 3868 0 0 0 230 228 99 1431 2076 3592 0 0
27300 107580 3588 2766 3853 0 0 0 228 226 87 1447 2098 3588 0 0
27400 107640 3585 2767 3844 0 0 0 231 234 95 1414 2080 3585 0 0
27500 107700 3589 2735 3935 0 0 0 249 250 104 1452 2068 3589 0 0
27600 107760 3587 2790 4018 0 0 0 208 213 72 1408 2094 3587 0 0
27700 107580 3584 2768 3996 0 0 0 222 224 94 1400 2069 3584 0 0
27800 107580 3587 2782 3981 0 0 0 228 227 88 1411 2062 3587 0 0
27900 107640 3589 2768 3777 0 0 0 222 221 98 1399 2117 3589 0 0
28000 107640 3588 2738 3932 0 0 0 238 238 92 1448 2062 3588 0 0
28100 107730 3593 2825 3833 0 0 0 267 265 118 1355 2073 3593 0 0
28200 107640 3593 2734 3899 0 0 0 213 208 92 1455 2095 3593 0 0
28300 107820 3592 2781 3933 0 0 0 216 218 95 1414 2089 3592 0 0
28400 107490 3582 2728 3954 0 0 0 212 213 95 1453 2097 3582 0 0
28500 107760 3593 2745 3966 0 0 0 237 236 98 1428 2100 3593 0 0
28600 107460 3587 2753 3882 0 0 0 291 286 133 1449 2073 3587 0 0
28700 107700 3584 2788 3881 0 0 0 219 225 83 1422 2095 3584 0 0
28800 107610 3589 2734 3874 0 0 0 226 224 90 1465 2044 3589 0 0
28900 107790 3593 2741 3864 0 0 0 245 245 93 1424 2054 3593 0 0
29000 107670 3590 2730 3989 0 0 0 264 263 111 1493 2093 3590 0 0
29100 107700 3584 2685 3934 0 0 0 224 230 90 1526 2082 3584 0 0
29200 107520 3588 2737 3996 0 0 0 200 196 88 1431 2083 3588 0 0
29300 107490 3588 2796 4160 0 0 0 206 201 80 1406 2102 3588 0 0
29400 107640 3590 2740 4128 0 0 0 217 215 95 1448 2079 3590 0 0
29500 107610 3586 2744 4210 0 0 0 223 224 92 1436 2056 3586 0 0
29600 107850 3591 2687 4261 0 0 0 202 206 90 1493 2047 3591 0 0
29700 107610 3587 2740 4179 0 0 0 235 235 104 1448 2070 3587 0 0
29800 107790 3593 2760 4222 0 0 0 252 252 106 1460 2089 3593 0 0
29900 107640 3588 2755 4301 0 0 0 226 226 89 1457 2063 3588 0 0
30000 107670 3588 2793 4370 0 0 0 204 205 81 1397 2051 3588 0 0
30100 107820 3592 2730 4243 0 0 0 201 203 79 1470 2079 3592 0 0
30200 107520 3588 2722 4187 0 0 0 253 249 117 1471 2055 3588 0 0
30300 107640 3589 2756 4063 0 0 0 212 211 85 1434 2109 3589 0 0
30400 107670 3594 2753 4047 0 0 0 241 236 104 1452 2073 3594 0 0
30500 107760 3593 2742 4084 0 0 0 239 238 114 1454 2074 3593 0 0
30600 107700 3588 2751 4006 0 0 0 213 215 80 1446 2094 3588 0 0
30700 107640 3588 2806 4127 0 0 0 211 211 85 1368 2054 3588 0 0
30800 107880 3592 2735 4200 0 0 0 220 224 85 1450 2073 3592 0 0
30900 107670 3592 2772 4284 0 0 0 218 215 102 1420 2081 3592 0 0
31000 107580 3589 2794 4320 0 0 0 230 227 105 1412 2074 3589 0 0
31100 107520 3582 2792 4475 0 0 0 239 241 99 1425 2097 3582 0 0
31200 107610 3584 2794 4433 0 0 0 228 231 92 1371 2067 3584 0 0
31300 107790 3589 2771 4418 0 0 0 237 241 96 1414 2095 3589 0 0
31400 107670 3586 2744 4244 0 0 0 237 240 94 1450 2062 3586 0 0
31500 107580 3584 2738 4107 0 0 0 211 213 94 1436 2097 3584 0 0
31600 107700 3588 2756 4207 0 0 0 252 254 104 1450 2105 3588 0 0
31700 107730 3593 2757 4264 0 0 0 225 223 85 1455 2098 3593 0 0
